https://bts.adelielinux.org/show_bug.cgi?id=15,https://git.adelielinux.org/adelie/packages/-/issues/15
https://bts.adelielinux.org/show_bug.cgi?id=19,https://git.adelielinux.org/adelie/packages/-/issues/19
https://bts.adelielinux.org/show_bug.cgi?id=22,https://git.adelielinux.org/adelie/packages/-/issues/22
https://bts.adelielinux.org/show_bug.cgi?id=23,https://git.adelielinux.org/adelie/packages/-/issues/23
https://bts.adelielinux.org/show_bug.cgi?id=26,https://git.adelielinux.org/adelie/packages/-/issues/26
https://bts.adelielinux.org/show_bug.cgi?id=27,https://git.adelielinux.org/adelie/packages/-/issues/27
https://bts.adelielinux.org/show_bug.cgi?id=28,https://git.adelielinux.org/adelie/packages/-/issues/28
https://bts.adelielinux.org/show_bug.cgi?id=30,https://git.adelielinux.org/adelie/packages/-/issues/30
https://bts.adelielinux.org/show_bug.cgi?id=31,https://git.adelielinux.org/adelie/packages/-/issues/31
https://bts.adelielinux.org/show_bug.cgi?id=33,https://git.adelielinux.org/adelie/packages/-/issues/33
https://bts.adelielinux.org/show_bug.cgi?id=34,https://git.adelielinux.org/adelie/packages/-/issues/34
https://bts.adelielinux.org/show_bug.cgi?id=36,https://git.adelielinux.org/adelie/packages/-/issues/36
https://bts.adelielinux.org/show_bug.cgi?id=39,https://git.adelielinux.org/adelie/packages/-/issues/39
https://bts.adelielinux.org/show_bug.cgi?id=41,https://git.adelielinux.org/adelie/packages/-/issues/41
https://bts.adelielinux.org/show_bug.cgi?id=50,https://git.adelielinux.org/adelie/packages/-/issues/50
https://bts.adelielinux.org/show_bug.cgi?id=52,https://git.adelielinux.org/adelie/packages/-/issues/52
https://bts.adelielinux.org/show_bug.cgi?id=53,https://git.adelielinux.org/adelie/packages/-/issues/53
https://bts.adelielinux.org/show_bug.cgi?id=57,https://git.adelielinux.org/adelie/packages/-/issues/57
https://bts.adelielinux.org/show_bug.cgi?id=58,https://git.adelielinux.org/adelie/packages/-/issues/58
https://bts.adelielinux.org/show_bug.cgi?id=59,https://git.adelielinux.org/adelie/packages/-/issues/59
https://bts.adelielinux.org/show_bug.cgi?id=62,https://git.adelielinux.org/adelie/packages/-/issues/62
https://bts.adelielinux.org/show_bug.cgi?id=63,https://git.adelielinux.org/adelie/packages/-/issues/63
https://bts.adelielinux.org/show_bug.cgi?id=64,https://git.adelielinux.org/adelie/packages/-/issues/64
https://bts.adelielinux.org/show_bug.cgi?id=65,https://git.adelielinux.org/adelie/packages/-/issues/65
https://bts.adelielinux.org/show_bug.cgi?id=67,https://git.adelielinux.org/adelie/packages/-/issues/67
https://bts.adelielinux.org/show_bug.cgi?id=68,https://git.adelielinux.org/adelie/packages/-/issues/68
https://bts.adelielinux.org/show_bug.cgi?id=69,https://git.adelielinux.org/adelie/packages/-/issues/69
https://bts.adelielinux.org/show_bug.cgi?id=71,https://git.adelielinux.org/adelie/packages/-/issues/71
https://bts.adelielinux.org/show_bug.cgi?id=72,https://git.adelielinux.org/adelie/packages/-/issues/72
https://bts.adelielinux.org/show_bug.cgi?id=76,https://git.adelielinux.org/adelie/packages/-/issues/76
https://bts.adelielinux.org/show_bug.cgi?id=77,https://git.adelielinux.org/adelie/packages/-/issues/77
https://bts.adelielinux.org/show_bug.cgi?id=78,https://git.adelielinux.org/adelie/packages/-/issues/78
https://bts.adelielinux.org/show_bug.cgi?id=80,https://git.adelielinux.org/adelie/packages/-/issues/80
https://bts.adelielinux.org/show_bug.cgi?id=87,https://git.adelielinux.org/adelie/packages/-/issues/87
https://bts.adelielinux.org/show_bug.cgi?id=88,https://git.adelielinux.org/adelie/packages/-/issues/88
https://bts.adelielinux.org/show_bug.cgi?id=89,https://git.adelielinux.org/adelie/packages/-/issues/89
https://bts.adelielinux.org/show_bug.cgi?id=90,https://git.adelielinux.org/adelie/packages/-/issues/90
https://bts.adelielinux.org/show_bug.cgi?id=91,https://git.adelielinux.org/adelie/packages/-/issues/91
https://bts.adelielinux.org/show_bug.cgi?id=92,https://git.adelielinux.org/adelie/packages/-/issues/92
https://bts.adelielinux.org/show_bug.cgi?id=93,https://git.adelielinux.org/adelie/packages/-/issues/93
https://bts.adelielinux.org/show_bug.cgi?id=95,https://git.adelielinux.org/adelie/packages/-/issues/95
https://bts.adelielinux.org/show_bug.cgi?id=97,https://git.adelielinux.org/adelie/packages/-/issues/97
https://bts.adelielinux.org/show_bug.cgi?id=98,https://git.adelielinux.org/adelie/packages/-/issues/98
https://bts.adelielinux.org/show_bug.cgi?id=99,https://git.adelielinux.org/adelie/packages/-/issues/99
https://bts.adelielinux.org/show_bug.cgi?id=105,https://git.adelielinux.org/adelie/packages/-/issues/105
https://bts.adelielinux.org/show_bug.cgi?id=106,https://git.adelielinux.org/adelie/packages/-/issues/106
https://bts.adelielinux.org/show_bug.cgi?id=107,https://git.adelielinux.org/adelie/packages/-/issues/107
https://bts.adelielinux.org/show_bug.cgi?id=108,https://git.adelielinux.org/adelie/packages/-/issues/108
https://bts.adelielinux.org/show_bug.cgi?id=109,https://git.adelielinux.org/adelie/packages/-/issues/109
https://bts.adelielinux.org/show_bug.cgi?id=110,https://git.adelielinux.org/adelie/packages/-/issues/110
https://bts.adelielinux.org/show_bug.cgi?id=111,https://git.adelielinux.org/adelie/packages/-/issues/111
https://bts.adelielinux.org/show_bug.cgi?id=112,https://git.adelielinux.org/adelie/packages/-/issues/112
https://bts.adelielinux.org/show_bug.cgi?id=113,https://git.adelielinux.org/adelie/packages/-/issues/113
https://bts.adelielinux.org/show_bug.cgi?id=114,https://git.adelielinux.org/adelie/packages/-/issues/114
https://bts.adelielinux.org/show_bug.cgi?id=116,https://git.adelielinux.org/adelie/packages/-/issues/116
https://bts.adelielinux.org/show_bug.cgi?id=118,https://git.adelielinux.org/adelie/packages/-/issues/118
https://bts.adelielinux.org/show_bug.cgi?id=119,https://git.adelielinux.org/adelie/packages/-/issues/119
https://bts.adelielinux.org/show_bug.cgi?id=121,https://git.adelielinux.org/adelie/packages/-/issues/121
https://bts.adelielinux.org/show_bug.cgi?id=122,https://git.adelielinux.org/adelie/packages/-/issues/122
https://bts.adelielinux.org/show_bug.cgi?id=123,https://git.adelielinux.org/adelie/packages/-/issues/123
https://bts.adelielinux.org/show_bug.cgi?id=124,https://git.adelielinux.org/adelie/packages/-/issues/124
https://bts.adelielinux.org/show_bug.cgi?id=125,https://git.adelielinux.org/adelie/packages/-/issues/125
https://bts.adelielinux.org/show_bug.cgi?id=126,https://git.adelielinux.org/adelie/packages/-/issues/126
https://bts.adelielinux.org/show_bug.cgi?id=127,https://git.adelielinux.org/adelie/packages/-/issues/127
https://bts.adelielinux.org/show_bug.cgi?id=128,https://git.adelielinux.org/adelie/packages/-/issues/128
https://bts.adelielinux.org/show_bug.cgi?id=129,https://git.adelielinux.org/adelie/packages/-/issues/129
https://bts.adelielinux.org/show_bug.cgi?id=130,https://git.adelielinux.org/adelie/packages/-/issues/130
https://bts.adelielinux.org/show_bug.cgi?id=131,https://git.adelielinux.org/adelie/packages/-/issues/131
https://bts.adelielinux.org/show_bug.cgi?id=133,https://git.adelielinux.org/adelie/packages/-/issues/133
https://bts.adelielinux.org/show_bug.cgi?id=134,https://git.adelielinux.org/adelie/packages/-/issues/134
https://bts.adelielinux.org/show_bug.cgi?id=135,https://git.adelielinux.org/adelie/packages/-/issues/135
https://bts.adelielinux.org/show_bug.cgi?id=136,https://git.adelielinux.org/adelie/packages/-/issues/136
https://bts.adelielinux.org/show_bug.cgi?id=137,https://git.adelielinux.org/adelie/packages/-/issues/137
https://bts.adelielinux.org/show_bug.cgi?id=138,https://git.adelielinux.org/adelie/packages/-/issues/138
https://bts.adelielinux.org/show_bug.cgi?id=139,https://git.adelielinux.org/adelie/packages/-/issues/139
